Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,7/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Ghana,GHA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,326.5410629,335.8218056,346.3642468,353.3016223,355.5032548,345.6881619,356.2722653,344.7832368,337.099943,336.9336784,342.7452948,342.2758583,281.7793716,293.4871984,318.5804879,324.0695078,343.2590054,327.9162164,344.842839,343.7365046,346.8429082,350.413755,358.2086854,363.8785615,371.979573,375.5166491,383.7846881,395.7475128,401.340038,322.1273346,313.1657284,303.7453651,281.2178264,270.1921039,261.8933684,275.0728431,264.0710171,275.174724,274.0198814,296.0995898,303.4874923,329.3251114,323.6711495,321.3547009,329.3104134,327.9003763,321.6899812,350.4731743,354.2488434,367.1611029,361.9449789,359.1793791,,
Gibraltar,GIB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,1092.746114,897.1051667,1030.758616,1021.473608,1118.063754,969.8585342,930.3886926,889.8263376,1200.454943,1132.310375,932.4634656,1101.512254,1160.581909,1128.757463,1273.463805,1535.900875,1764.486048,2069.039836,2012.815858,2115.366783,2813.085733,3414.115391,3425.193095,3924.792516,3829.979494,3886.774459,4019.732623,4227.529179,4401.381664,4613.314226,4697.984878,4773.313489,4768.639338,5086.340442,5143.339954,5304.09959,5195.451467,5220.16465,5548.24845,5535.464617,5303.49543,5366.183996,5613.140213,5915.645025,6357.375039,6576.81315,6890.925562,7190.595034,7476.803847,6822.753573,6723.818502,6522.234993,,
Guinea,GIN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gambia (The),GMB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.58702508,,,,,,,,,,,,,,66.61271859,64.78560464,66.46164609,75.32107733,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.65296523,,,,,,,,,,,,,,63.72433151,62.9711527,63.59062335,65.47271993,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.0537308,271.8343155,261.6797458,258.0325012,252.1145825,246.3449514,255.3492236,277.7984688,288.860728,297.6919663,342.9458101,346.0837659,450.9282371,453.5148515,1539.105667,1455.034135,1362.758902,1453.90112,1403.26066,1375.883498,1352.164835,1451.364328,1434.922282,1674.897318,1480.617013,1329.541864,1510.323946,1291.244826,1409.340059,1273.743152,1121.379083,1300.883961,1283.935168,,
Greece,GRC,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,289.057068,322.4905782,350.1012579,367.8114303,433.5593423,478.7558566,547.1970016,607.7021559,652.081597,725.5256154,872.783728,984.0420762,1134.786493,1322.763942,1256.348735,1298.204363,1386.100466,1469.549429,1525.443536,1597.925925,1553.781616,1505.279387,1537.277697,1599.07022,1652.729981,1766.766154,1673.818047,1791.833386,1902.914451,2093.114345,2102.69488,2094.63547,2129.912269,2090.777681,2138.267112,2147.148732,2206.114056,2284.887139,2392.935109,2393.202283,2512.020039,2583.561281,2603.605623,2672.759822,2717.471004,2758.67496,2748.700869,2737.504718,2749.779263,2654.843234,2487.529189,2413.161298,2408.755765,2133.128359,2128.792317,2148.047079,2109.416567,2148.051564,2089.360442,2058.543384,1840.483883,1923.020955,1960.675339,1868.755073,
Grenada,GRD,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.9266885,,,,,,,,,,,,,,676.893243,719.9227222,735.4610251,732.8857603,,,,,,,,,,,,,,,,,
Greenland,GRL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,493.7406504,496.2202831,505.1123777,506.0565636,543.6964031,569.0854503,590.3474412,589.8678571,610.2707915,549.6000703,521.3080131,500.5749118,472.023448,484.9486586,480.2710119,448.4761024,460.9876351,466.2636943,470.6500313,488.8405268,489.3250607,502.6810683,487.9315966,500.7510097,516.447421,517.245037,527.5384642,559.0495073,600.7673302,615.9592743,617.5971154,691.7705422,690.1505487,695.8035628,696.5289063,686.7633469,720.4125386,686.7363673,721.3272894,714.0745324,714.3033243,734.0844733,738.9826743,756.2875256,787.2635175,833.5520307,817.6767207,833.8310687,851.5769814,823.7517848,924.2104488,887.8389253,,
Guam,GUM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.5198521,,,,,,,,,,,,,,628.2642855,650.5334374,658.7910394,660.6232849,,,,,,,,,,,,,,,,,
High income,HIC,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2758.462616,2796.925248,2916.136563,3068.213689,3174.8213,3260.339122,3386.668505,3529.193034,3716.029911,3925.313058,4252.706659,3913.133239,4065.435334,4251.190516,4158.031905,4037.732284,4264.331969,4336.036473,4442.626521,4519.86039,4384.955206,4249.406977,4125.504192,4118.454499,4246.166237,4309.28038,4332.071654,4449.546455,4567.618267,4614.845271,4709.086258,4712.079229,4660.711372,4658.521555,4626.213299,4670.758808,4764.225858,4746.582964,4730.59591,4794.066054,4879.30151,4867.93704,4884.639811,4940.344937,4997.767768,4999.416023,5006.310495,5005.154525,4945.803263,4710.143967,4876.790457,4792.756808,4744.470337,4733.925225,4694.408697,4662.737051,4659.339773,4676.711709,4719.391038,4652.545777,4375.737292,4620.397842,4553.408244,4204.537573,
Hong Kong SAR (China),HKG,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,741.963266,760.612814,747.5792154,797.4690484,813.399229,894.1460823,997.7755961,1078.838565,918.8194008,914.2195493,995.0381989,1082.685345,1153.828366,1156.803757,1206.012243,1372.275821,1470.089419,1650.138425,1661.16387,1643.839246,1703.230353,1994.28603,1817.021879,1856.807803,1781.192663,1697.258872,1588.71002,2006.211361,2391.777827,2121.263334,2078.720201,1934.258296,2027.393863,1823.006666,1864.70664,1899.446802,2045.970326,1985.306536,2043.271702,1922.62412,2037.958456,1944.996819,1907.463408,1904.119992,2030.168829,2081.70252,1868.116582,1916.577596,1876.918556,1655.134059,1671.631301,1566.396135,,
Honduras,HND,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,490.0628515,486.1539651,489.8794903,483.3346022,482.2471513,486.2531215,498.7796643,496.0371854,497.2717699,501.8554277,484.0782055,508.5055099,484.0202993,480.6435944,462.8814931,461.5654345,473.0084271,481.7966483,487.8232192,477.8272219,468.5326788,474.9568213,471.8432222,476.1213608,492.0578261,480.2927418,510.1738224,533.4315987,470.2498189,456.2448121,478.9469548,488.7026097,517.3497617,546.8656009,529.2973685,563.8159546,589.594179,585.5737288,565.8471971,561.8185075,607.4158059,611.2126929,613.6204947,604.0930432,659.3940734,616.3914054,537.5923822,565.0779163,583.5919114,544.5738557,569.9664706,573.3444451,,
Heavily indebted poor countries (HIPC),HPC,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.8319278,363.8524715,360.7663983,357.8962029,363.9033148,369.8735407,372.0305354,375.6938862,365.6457889,368.067175,352.4387051,353.8261002,358.1194422,356.8601877,360.6853323,361.1462099,363.3417159,357.0300857,359.5039667,362.6528596,360.8265758,372.2982096,380.2348143,389.9403923,391.5246983,392.0447501,392.0117207,387.1396239,387.4832564,388.9023917,388.2461037,398.5121486,400.7846965,,
Croatia,HRV,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983.338136,1722.219062,1613.317875,1637.315937,1576.328577,1636.962632,1798.124877,1849.479341,1860.802859,1934.782195,1882.607071,2033.21444,2081.900276,2229.34174,2228.325793,2260.508924,2247.146192,2335.401828,2276.135519,2199.791956,2181.044011,2137.209507,2020.484173,1990.541367,1909.835801,2018.542592,2057.188695,2159.969522,2127.638786,2173.19836,2104.845306,2212.497211,2154.954833,,
Haiti,HTI,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,318.5048242,321.9490023,323.9334116,331.0093015,336.2159414,349.6058466,353.2073737,361.2133462,368.3169953,370.9987705,302.946071,308.0196034,310.8340044,307.677745,303.9712402,231.7999874,234.2436289,237.454784,237.0848865,350.8725032,344.3564116,337.3863441,329.4928143,305.9478595,337.9826533,343.6008714,358.2035556,353.4897887,355.3051654,367.6687113,354.9392907,361.247287,356.8791623,357.7945314,363.2214465,367.7266538,369.8261445,368.5070338,377.427345,388.9955223,402.4766975,408.9220129,415.2294712,400.4935656,400.1388184,408.565441,410.5955452,419.5069149,409.8045053,398.3941385,406.1262965,377.5260604,,
Hungary,HUN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,1426.89966,1447.937954,1476.049576,1506.999492,1607.81594,1730.162867,1836.349752,1880.538798,2039.367028,2101.987075,2173.246968,2311.173366,2428.82933,2674.059334,2638.204969,2646.304187,2630.042921,2630.758481,2594.394779,2697.394146,2794.251944,2787.684172,2894.827453,2863.97624,2874.895807,2774.667748,2643.106812,2423.389577,2481.577413,2405.834334,2503.258697,2573.194162,2527.501563,2502.426755,2490.940179,2448.353996,2512.919081,2520.397556,2580.496259,2579.604763,2781.005954,2760.462428,2709.843887,2676.908405,2548.81278,2651.343381,2600.717871,2490.185789,2420.169498,2423.514986,2571.150905,2613.093542,2737.453325,2738.82729,2749.241319,2713.179234,2850.705795,2672.638882,2493.391257,
IBRD only,IBD,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,509.9162847,520.1391594,535.6273488,544.8131323,569.4675399,584.0588768,609.6887452,636.2788131,647.0915631,649.5872405,644.1711179,655.7434466,656.250148,671.996301,681.2982238,692.8281626,708.2809427,720.8967182,723.9380343,1060.15961,1038.747914,1004.788899,993.6153157,968.6912933,985.9472319,990.1704715,985.121952,971.0648064,980.1041376,985.9032464,992.0387937,1014.821243,1071.598579,1137.982455,1186.498244,1239.77158,1286.878773,1313.95257,1324.189811,1409.632682,1459.963759,1487.395166,1500.587298,1517.099419,1499.683567,1502.00616,1535.717376,1578.774432,1606.305802,1580.962791,1683.184555,1708.729523,,
IDA & IBRD total,IBT,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,486.656675,495.1016821,508.5877558,516.2692528,536.7418846,549.1575169,570.7281728,592.7615665,601.9116382,603.835109,599.1046178,609.012136,609.1237598,621.7622811,629.4707684,638.6889478,651.953539,662.2645456,664.7180099,936.1581967,918.4129786,888.2240567,877.2872902,855.1079678,865.6604778,868.6385209,864.0034804,851.1780189,858.2649437,859.5956619,863.5685227,880.5829192,924.4682972,974.4743269,1011.840581,1052.262318,1086.657848,1107.289701,1111.653685,1178.080529,1216.756426,1232.080083,1241.374141,1252.826866,1236.357601,1237.573621,1261.1644,1290.899835,1309.383587,1287.739716,1363.506949,1378.429356,,
IDA total,IDA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,362.3608604,361.5859793,365.0978567,365.6582228,365.1565231,367.4739398,369.4514843,369.8107532,372.5040861,373.7503188,374.8246812,378.7619254,378.851253,378.1783666,379.9800997,380.10773,384.9191451,386.3961028,388.2542338,391.4982804,390.5975653,383.6151735,379.3152719,374.3257068,367.865741,371.8953278,374.8262761,372.5971371,377.608411,371.079065,372.7655319,373.8802553,375.7193454,378.4261783,382.691495,385.2151321,384.0253329,383.9801265,377.0194924,387.6708039,396.4319475,386.7954106,390.9426604,394.0321111,388.4423339,395.6074229,397.11181,396.2734759,399.089976,401.8986313,412.9459948,412.3185337,,
IDA blend,IDB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,444.2182755,446.3442641,452.9930648,456.6503006,460.0496172,464.9346008,470.1339488,474.222364,478.5079151,482.2741916,486.3202202,491.2408229,492.1069768,485.8348685,491.1301576,490.8582819,502.3875769,503.2425014,507.8985699,508.7143035,509.3519529,503.3898641,502.9356787,485.9051638,461.4651484,469.2564152,469.8567174,467.0098499,477.6675505,468.4532531,466.0106046,465.5772714,463.8597847,470.2120809,471.1319441,468.4020095,465.3979208,458.3148678,437.2465706,462.8473227,478.8207819,459.443517,457.6505281,457.4446753,444.9680373,454.6017863,454.834725,448.6271112,450.8501461,459.2123784,478.8583227,476.9357104,,
Indonesia,IDN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,294.9204259,298.9372217,304.5131471,307.684432,311.9510817,318.0616963,344.8262396,360.1635492,367.9225776,373.9770128,384.4520611,384.9825922,383.2000614,389.4276465,394.6939966,426.6961673,432.1837373,435.5691538,451.7211526,461.4787497,477.0346654,489.759673,534.3347691,524.0218582,574.7571879,587.2187521,595.3879071,567.5778179,587.0527433,585.7866063,591.1250538,606.3221982,597.2755089,634.7523883,637.3297583,643.6245545,628.6005162,632.5070702,674.8945424,700.2818132,712.6415008,704.5765399,678.8442771,702.4700188,692.3595852,709.0648678,739.0322123,813.4378224,850.270709,810.0035168,824.6195333,935.7741417,,
IDA only,IDX,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,314.1828453,311.5561797,313.1604786,311.7836055,308.7715274,309.3311515,309.0770605,306.882918,308.2155646,307.1063784,305.5928933,308.5082802,307.7978877,310.3424217,309.5209883,309.4422209,309.4610336,310.8396492,310.3961658,321.0418357,318.4995225,310.9671692,304.2093396,306.400569,311.7619198,313.4524842,317.6788608,315.7002223,317.1837358,312.7132256,316.6966678,318.6118417,322.4662231,323.1378608,329.2586626,334.8190486,334.5528017,338.3009598,339.829245,341.0418821,345.1597896,342.0738871,349.7962584,354.8778424,353.4760981,359.1841096,361.5427206,364.0750365,367.3391995,366.8234532,372.682663,372.9341769,,
Isle of Man,IMN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,272.0285143,272.277941,273.8068698,278.0857751,281.230588,285.7212252,287.0549553,284.3962815,290.5748418,290.9927282,298.6209561,303.0192315,305.6188042,310.9151017,319.6714431,323.4184144,328.1875826,338.3478332,346.4661342,323.9043798,331.5009168,336.4658849,339.270114,348.0150663,361.827437,367.8671926,376.3249599,378.4158669,393.0690517,394.9840145,393.44714,397.3456239,399.7001752,415.4793678,425.3691461,441.7862532,461.2025005,481.5531461,509.4477347,531.8708692,547.4802653,570.9500397,576.8914212,609.7696302,621.2331019,625.3399365,647.9619833,671.5206492,665.5746873,624.8614464,675.2827757,712.2425324,,
Not classified,INX,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1318.812487,1396.466152,1412.729677,1453.962105,1522.194973,1511.904911,1629.591872,1767.425106,1881.149354,1974.588853,2023.631076,2245.32344,2194.513065,2238.471783,2268.08988,2083.994921,2110.191937,2203.821522,2178.720976,2534.338644,2413.156353,2392.953953,2356.894257,2336.183558,2346.17853,2438.438397,2503.498894,2608.806581,2592.838648,2655.244974,2820.543498,2828.000131,2775.372096,2813.894878,2941.792773,2952.143571,3122.605214,3255.986327,3417.873216,3544.770536,3627.291273,3713.894391,3663.029407,3515.632958,3558.469157,3512.772332,3433.148728,3407.250323,3310.969125,3172.806693,3149.018492,2874.040456,2857.67627,2801.152957,2725.036132,2823.995038,2930.473713,2852.656493,2817.817891,2744.834689,2630.318216,2687.22285,2598.425456,2459.078618,
Iran (Islamic Rep.),IRN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,552.8262596,526.6545949,648.2384427,748.1993104,787.9027978,869.9825827,944.2584557,885.049736,968.8433703,955.2293435,1020.687455,1132.455826,930.391541,1042.292737,1084.832792,1052.472139,1035.778433,1025.167808,1168.364491,1187.464403,1281.120026,1322.182703,1418.502505,1571.843078,1626.990517,1552.496619,1716.766065,1724.514084,1928.662615,1852.223315,1978.794128,2029.894442,2074.561321,2214.593221,2404.027511,2459.045652,2559.874503,2710.1636,2671.578908,2639.091042,2658.135296,2740.301047,2758.137484,2883.071057,2736.744129,2860.597018,3028.216407,2911.055564,3188.803985,3252.605471,3336.190691,3266.122487,,
Iraq,IRQ,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,398.4425583,411.0545146,430.9508572,452.9377912,527.4916341,631.8969259,632.1327485,696.5143682,804.118261,715.3593086,686.6272594,691.836983,809.6948531,829.9159158,938.5775306,990.2117344,956.4068238,1126.779168,1208.883713,1140.068574,898.0690232,1295.431191,1556.868594,1688.17518,1580.679374,1476.755655,1731.618757,1273.258971,959.367887,1090.522058,1183.923158,1092.981655,939.5176296,980.2494441,949.2534817,916.1790435,909.1336587,962.3018399,995.7798443,1064.171521,1125.373319,1190.032291,1175.832718,1082.719049,998.3495453,1076.62803,1185.881063,1287.123645,1319.439512,1143.126264,1275.011388,1411.588699,,
Iceland,ISL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,3082.711563,2916.706232,3028.298369,3279.602269,3306.815957,3444.551345,3639.770926,3594.361789,3924.13444,3553.476685,4231.992095,4378.310318,4403.969647,5268.965745,5132.197074,5071.635341,5085.581002,5602.870166,5710.710084,6515.059694,6560.998168,7178.869364,7076.207988,7254.286281,7531.269963,7334.901928,7605.56378,7857.454883,7882.473773,7983.037508,9058.440536,8191.268096,7916.881861,8380.549832,8446.306883,8405.255963,8991.315747,8777.098664,9291.86511,10353.99859,11404.94359,10925.45139,11168.37142,11092.61784,10892.78401,10877.23019,13184.47716,15188.37773,17341.07262,17936.59575,17024.51309,18161.52411,17633.64828,18212.73365,17947.03823,16910.72123,15701.47301,16234.98296,17346.75027,16700.592,16083.60997,15777.0243,15856.42938,15892.41585,
Israel,ISR,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,1870.109156,1756.331004,2368.436852,1732.933373,2032.764399,1832.148033,1786.487683,1849.399187,2005.813524,2017.276947,1840.735339,1958.317043,1793.922046,1828.539072,1788.996693,2102.245871,2278.479286,2451.745835,2488.923417,2460.481768,2324.555986,2580.929689,2634.645935,2738.441863,2796.31041,2801.227644,2881.170712,2885.62324,2737.583425,2899.210921,2973.017513,2862.544441,2949.361404,2822.355914,2661.980099,2883.013577,2899.352538,3130.72174,2874.861475,3043.565176,2981.372422,2968.588339,2662.609425,2528.018557,2607.844,2569.217183,2481.516023,2490.06554,2407.975003,2453.627032,2432.550927,2496.277615,2435.439995,
Italy,ITA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,794.8160447,890.6883461,1007.048347,1119.723172,1221.730806,1316.462854,1431.074487,1551.519173,1698.42756,1832.499918,2026.217475,1949.148723,2050.737877,2175.587546,2212.206692,2106.078748,2264.057187,2204.179807,2247.565517,2340.042035,2318.4273,2265.93109,2206.542734,2203.864188,2253.718924,2284.811298,2311.548072,2407.256353,2462.796778,2566.108925,2584.078988,2645.873844,2627.540117,2612.194001,2578.662041,2799.594792,2796.38058,2834.636809,2913.200226,2957.586549,3012.483564,3020.753731,3035.918512,3164.108144,3162.434947,3204.1352,3162.241312,3132.896537,3067.899626,2848.101005,2904.35856,2798.236283,2680.462085,2576.456153,2433.151491,2533.023545,2511.463531,2557.325355,2503.34986,2494.026598,2313.100062,2531.086988,2411.651724,2317.730291,
Jamaica,JAM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,1056.052125,1327.586457,1487.12306,1371.510759,1328.266586,1188.883044,1147.215111,1178.497983,1205.593243,1061.890106,1068.194301,1038.523265,895.6239216,885.910388,752.8192797,757.8448397,772.2924544,782.0402366,974.1112724,1098.848269,1091.707669,1139.854066,1130.54026,1140.906448,1203.567316,1257.381945,1243.88202,1286.684424,1308.896117,1339.109992,1357.362846,1290.944735,1339.318163,1338.631043,1303.211469,1470.674998,1479.158257,1177.371768,943.3513861,875.1006769,923.8999863,888.6928547,930.08504,902.848499,903.4358947,998.7970539,919.6677034,1031.753375,1075.718554,795.4360756,880.7061677,968.8794198,,
Jordan,JOR,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,299.2690614,314.7347271,345.7061325,353.00041,396.6930921,494.5053486,490.5983253,583.1056419,579.1918963,681.3689639,815.2428041,888.542589,922.7937337,970.1068449,941.9179433,964.9171944,976.9693474,924.1330908,887.260283,903.9379598,864.3391178,921.0196233,866.1145193,885.1382493,905.1935881,898.4125714,893.4916307,902.8146642,880.871567,903.243088,876.037094,900.9649577,900.9859896,1057.176524,1107.306795,1066.357315,1055.847779,1011.345535,1044.299672,973.4132195,944.4861896,1034.503058,966.8498981,930.1604975,903.433667,887.6167594,917.0415684,869.2120051,811.583012,754.9438317,725.4586619,754.3055031,,
Japan,JPN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,867.2030982,971.9981925,1013.257624,1147.292732,1272.480553,1374.528657,1491.027708,1735.123229,1939.416361,2214.061417,2480.752696,2531.088536,2667.04675,2947.083996,2924.245711,2734.123265,2876.698816,2899.675021,2897.960483,3043.527509,2949.503934,2864.052175,2839.865201,2822.740988,3016.181683,3003.173879,3020.809124,3044.663715,3243.604578,3352.005932,3538.39176,3560.896102,3626.468897,3636.469483,3823.871135,3915.677952,3990.473988,4022.089147,3938.282938,3994.223677,4067.035909,3990.106587,3992.920356,3956.900676,4085.492142,4066.442378,4064.360634,4020.805653,3866.571577,3709.308653,3900.491499,3620.180378,3536.702722,3567.361419,3445.767538,3400.592711,3370.887045,3391.049098,3343.065429,3261.685132,3046.982306,3196.217397,3135.859544,3040.65375,
Kazakhstan,KAZ,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4281.894453,4337.697544,4549.121292,3799.017982,3411.220394,3122.782211,2762.822377,2461.860761,2514.043294,2324.272626,2301.83295,2217.578621,2538.14202,2737.29873,3204.588112,3186.46182,3763.634908,4065.373389,4253.353809,3819.514686,4105.701894,4532.003089,4270.243404,4645.780374,3670.995736,3052.918369,3389.132436,3404.183839,3814.138734,3753.157933,3388.387891,3533.199937,3562.301985,,
Kenya,KEN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,448.8806593,453.3611173,449.6820892,451.2397707,447.266663,454.1918778,461.209819,459.201496,459.7224984,460.3788042,456.8976178,449.1584562,440.7893166,449.6409001,452.475522,475.7173854,478.36506,473.5371931,474.1043602,473.4527226,465.9747204,462.3004238,457.8965928,449.5078051,458.3366547,461.8388337,454.0888778,459.6608653,456.5385934,460.2595579,452.2418759,444.9711329,434.5217694,448.8988998,452.6894578,458.8054969,455.0809,454.9307738,469.2714789,468.1466198,471.1175859,461.0268669,469.6207745,495.6091876,528.5507116,531.5020597,536.7154692,544.6185762,542.0420295,532.9993431,538.1014897,539.8469254,543.7657432,
Kyrgyz Republic,KGZ,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1704.874256,1520.680579,1102.814885,856.9211275,618.8844321,522.8004732,595.7268521,552.1900809,578.9327863,498.3993088,473.3802071,435.8812891,485.3008574,511.2496051,497.8754764,498.5394096,485.4248491,560.621207,593.9478177,535.1743308,503.6155771,596.8017901,731.3564164,674.4523744,691.5385436,659.1277037,624.3534801,609.7055985,707.0811911,609.881987,562.2891527,595.8332224,645.0142462,,
Cambodia,KHM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.3500978,269.7159737,258.9472531,268.3461901,271.4482976,273.1110601,276.1642071,272.095279,275.5985707,279.2723369,286.3903911,289.72636,298.2137717,296.3896161,311.4624062,323.2559707,325.063801,334.0259645,337.7788875,359.9495246,379.745574,412.7476524,418.9536163,440.9496259,489.367825,516.1167177,501.3309772,501.6441362,,
Kiribati,KIR,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0191036,,,,,,,,,,,,,,83.25961388,81.60350895,99.98300289,107.7712897,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.2513356,,,,,,,,,,,,,,1640.937061,1701.229623,1696.407481,1777.073609,,,,,,,,,,,,,,,,,
Korea (Rep.),KOR,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,516.1107493,551.2581164,632.250969,675.2741086,693.3380479,758.2438194,866.0208045,935.264924,1063.677945,1082.192595,1046.414133,1095.503315,1168.980654,1257.116476,1302.102371,1477.312772,1579.665746,1761.014799,1857.298321,2088.021628,2259.937525,2545.854989,2824.867897,2968.998193,3234.297611,3460.922017,3675.468303,3374.348703,3665.800373,3952.362853,3923.080943,4093.4759,4137.646497,4255.200215,4324.509297,4337.551035,4487.981326,4512.969322,4557.697568,4920.341595,5114.962826,5122.942133,5108.236339,5136.98533,5239.003454,5390.840426,5467.82225,5531.779574,5334.673859,5195.910111,5513.633381,5413.382729,5351.122331,
